question_id,attempt_id,question,question_slug,user_id,url,total_user_score,manual_score
04c4d9e8-40bb-4443-9177-c06bb7bfa566,d0374c4a-07fb-4584-a2ae-78691fcecc08,"#### Favorite Festival
What is your favorite festival and why?

**Additional Instructions for this question:**
1. Use the English language as your medium of communication.
2. Taking any external help/prompts may lead to no score/disqualification.
3. When you are ready with your response, click 'Record' to start recording. When finished, click 'Stop' to end the recording.
4. Please ensure your response is at least 1 minute long. This duration is crucial for our evaluation systems to effectively assess your communication skills. Insufficient response time could result in no score for the question.
5. In case of loss of internet while attempting this question -

- Do not panic. Continue recording your response for the required duration.
- After completing your response, reconnect to a stable network to 
 upload your recording.
- The system will attempt to upload your response automatically once the connection is restored.
- Do not refresh the page, close the tab/browser/device, as this may result in the loss of your response.

> **You are responsible for ensuring that your live video and audio feed is accurately captured.** Before responding to the question, ensure that your video feed is live and visible in the preview window. Enable permissions for the correct camera and microphone if asked. Make sure you review your response after recording. Confirm that both your video and audio have been captured correctly before proceeding.

In any case, please ensure you move to another question or submit your assessment ONLY when you have confirmation that your response has been uploaded.",knet_eng_13,3cbaba30-9b53-42e0-b6df-3dc0a1c8c5f8,https://storage.googleapis.com/assessment_assets_kalvium_community/d0374c4a-07fb-4584-a2ae-78691fcecc08/04c4d9e8-40bb-4443-9177-c06bb7bfa566/answers/1737800906-04c4d9e8-40bb-4443-9177-c06bb7bfa566-1737800905625.mp4,70,
fe3730d4-f1d9-45da-924d-de0ed7ae366f,d0374c4a-07fb-4584-a2ae-78691fcecc08,"#### Introduce Yourself

Could you please introduce yourself? You could talk about where you are from, your family members, your hobbies & interests, your key achievements in co/extracurricular activities etc. Help us 
understand you better.

**Additional Instructions for this question:**
1. Use the English language as your medium of communication.
2. Taking any external help/prompts may lead to no score/disqualification.
3. When you are ready with your response, click 'Record' to start recording. When finished, click 'Stop' to end the recording.
4. Please ensure your response is at least 1 minute long. This duration is crucial for our evaluation systems to effectively assess your communication skills. Insufficient response time could result in no score for the question.
5. In case of loss of internet while attempting this question -

- Do not panic. Continue recording your response for the required duration.
- After completing your response, reconnect to a stable network to 
 upload your recording.
- The system will attempt to upload your response automatically once the connection is restored.
- Do not refresh the page, close the tab/browser/device, as this may result in the loss of your response.

> **You are responsible for ensuring that your live video and audio feed is accurately captured.** Before responding to the question, ensure that your video feed is live and visible in the preview window. Enable permissions for the correct camera and microphone if asked. Make sure you review your response after recording. Confirm that both your video and audio have been captured correctly before proceeding.

In any case, please ensure you move to another question or submit your assessment ONLY when you have confirmation that your response has been uploaded.



",knet_eng_1,3cbaba30-9b53-42e0-b6df-3dc0a1c8c5f8,https://storage.googleapis.com/assessment_assets_kalvium_community/d0374c4a-07fb-4584-a2ae-78691fcecc08/fe3730d4-f1d9-45da-924d-de0ed7ae366f/answers/1737800753-fe3730d4-f1d9-45da-924d-de0ed7ae366f-1737800752639.mp4,70,
fd0f28e3-c756-4b7c-b7fe-74201c6a2f51,d0374c4a-07fb-4584-a2ae-78691fcecc08,"#### Benefits and Challenges of Recycling
What are the benefits and challenges of recycling in today's world?

**Additional Instructions for this question:**
1. Use the English language as your medium of communication.
2. Taking any external help/prompts may lead to no score/disqualification.
3. When you are ready with your response, click 'Record' to start recording. When finished, click 'Stop' to end the recording.
4. Please ensure your response is at least 1 minute long. This duration is crucial for our evaluation systems to effectively assess your communication skills. Insufficient response time could result in no score for the question.
5. In case of loss of internet while attempting this question -

- Do not panic. Continue recording your response for the required duration.
- After completing your response, reconnect to a stable network to 
 upload your recording.
- The system will attempt to upload your response automatically once the connection is restored.
- Do not refresh the page, close the tab/browser/device, as this may result in the loss of your response.

> **You are responsible for ensuring that your live video and audio feed is accurately captured.** Before responding to the question, ensure that your video feed is live and visible in the preview window. Enable permissions for the correct camera and microphone if asked. Make sure you review your response after recording. Confirm that both your video and audio have been captured correctly before proceeding.

In any case, please ensure you move to another question or submit your assessment ONLY when you have confirmation that your response has been uploaded.",knet_eng_22,3cbaba30-9b53-42e0-b6df-3dc0a1c8c5f8,https://storage.googleapis.com/assessment_assets_kalvium_community/d0374c4a-07fb-4584-a2ae-78691fcecc08/fd0f28e3-c756-4b7c-b7fe-74201c6a2f51/answers/1737801122-fd0f28e3-c756-4b7c-b7fe-74201c6a2f51-1737801121524.mp4,70,
fe3730d4-f1d9-45da-924d-de0ed7ae366f,e2811bc4-4566-4005-89a8-9a5fb553f5e2,"#### Introduce Yourself

Could you please introduce yourself? You could talk about where you are from, your family members, your hobbies & interests, your key achievements in co/extracurricular activities etc. Help us 
understand you better.

**Additional Instructions for this question:**
1. Use the English language as your medium of communication.
2. Taking any external help/prompts may lead to no score/disqualification.
3. When you are ready with your response, click 'Record' to start recording. When finished, click 'Stop' to end the recording.
4. Please ensure your response is at least 1 minute long. This duration is crucial for our evaluation systems to effectively assess your communication skills. Insufficient response time could result in no score for the question.
5. In case of loss of internet while attempting this question -

- Do not panic. Continue recording your response for the required duration.
- After completing your response, reconnect to a stable network to 
 upload your recording.
- The system will attempt to upload your response automatically once the connection is restored.
- Do not refresh the page, close the tab/browser/device, as this may result in the loss of your response.

> **You are responsible for ensuring that your live video and audio feed is accurately captured.** Before responding to the question, ensure that your video feed is live and visible in the preview window. Enable permissions for the correct camera and microphone if asked. Make sure you review your response after recording. Confirm that both your video and audio have been captured correctly before proceeding.

In any case, please ensure you move to another question or submit your assessment ONLY when you have confirmation that your response has been uploaded.



",knet_eng_1,d9d4a545-4460-4a0e-8f56-4f401b1172ca,https://storage.googleapis.com/assessment_assets_kalvium_community/e2811bc4-4566-4005-89a8-9a5fb553f5e2/fe3730d4-f1d9-45da-924d-de0ed7ae366f/answers/1737795571-fe3730d4-f1d9-45da-924d-de0ed7ae366f-1737795571212.mp4,50,
04c4d9e8-40bb-4443-9177-c06bb7bfa566,e2811bc4-4566-4005-89a8-9a5fb553f5e2,"#### Favorite Festival
What is your favorite festival and why?

**Additional Instructions for this question:**
1. Use the English language as your medium of communication.
2. Taking any external help/prompts may lead to no score/disqualification.
3. When you are ready with your response, click 'Record' to start recording. When finished, click 'Stop' to end the recording.
4. Please ensure your response is at least 1 minute long. This duration is crucial for our evaluation systems to effectively assess your communication skills. Insufficient response time could result in no score for the question.
5. In case of loss of internet while attempting this question -

- Do not panic. Continue recording your response for the required duration.
- After completing your response, reconnect to a stable network to 
 upload your recording.
- The system will attempt to upload your response automatically once the connection is restored.
- Do not refresh the page, close the tab/browser/device, as this may result in the loss of your response.

> **You are responsible for ensuring that your live video and audio feed is accurately captured.** Before responding to the question, ensure that your video feed is live and visible in the preview window. Enable permissions for the correct camera and microphone if asked. Make sure you review your response after recording. Confirm that both your video and audio have been captured correctly before proceeding.

In any case, please ensure you move to another question or submit your assessment ONLY when you have confirmation that your response has been uploaded.",knet_eng_13,d9d4a545-4460-4a0e-8f56-4f401b1172ca,https://storage.googleapis.com/assessment_assets_kalvium_community/e2811bc4-4566-4005-89a8-9a5fb553f5e2/04c4d9e8-40bb-4443-9177-c06bb7bfa566/answers/1737795774-04c4d9e8-40bb-4443-9177-c06bb7bfa566-1737795774875.mp4,50,
fd0f28e3-c756-4b7c-b7fe-74201c6a2f51,e2811bc4-4566-4005-89a8-9a5fb553f5e2,"#### Benefits and Challenges of Recycling
What are the benefits and challenges of recycling in today's world?

**Additional Instructions for this question:**
1. Use the English language as your medium of communication.
2. Taking any external help/prompts may lead to no score/disqualification.
3. When you are ready with your response, click 'Record' to start recording. When finished, click 'Stop' to end the recording.
4. Please ensure your response is at least 1 minute long. This duration is crucial for our evaluation systems to effectively assess your communication skills. Insufficient response time could result in no score for the question.
5. In case of loss of internet while attempting this question -

- Do not panic. Continue recording your response for the required duration.
- After completing your response, reconnect to a stable network to 
 upload your recording.
- The system will attempt to upload your response automatically once the connection is restored.
- Do not refresh the page, close the tab/browser/device, as this may result in the loss of your response.

> **You are responsible for ensuring that your live video and audio feed is accurately captured.** Before responding to the question, ensure that your video feed is live and visible in the preview window. Enable permissions for the correct camera and microphone if asked. Make sure you review your response after recording. Confirm that both your video and audio have been captured correctly before proceeding.

In any case, please ensure you move to another question or submit your assessment ONLY when you have confirmation that your response has been uploaded.",knet_eng_22,d9d4a545-4460-4a0e-8f56-4f401b1172ca,https://storage.googleapis.com/assessment_assets_kalvium_community/e2811bc4-4566-4005-89a8-9a5fb553f5e2/fd0f28e3-c756-4b7c-b7fe-74201c6a2f51/answers/1737795969-fd0f28e3-c756-4b7c-b7fe-74201c6a2f51-1737795969853.mp4,50,
fe3730d4-f1d9-45da-924d-de0ed7ae366f,3f92d733-f7aa-4490-8b2d-a76dff65919c,"#### Introduce Yourself

Could you please introduce yourself? You could talk about where you are from, your family members, your hobbies & interests, your key achievements in co/extracurricular activities etc. Help us 
understand you better.

**Additional Instructions for this question:**
1. Use the English language as your medium of communication.
2. Taking any external help/prompts may lead to no score/disqualification.
3. When you are ready with your response, click 'Record' to start recording. When finished, click 'Stop' to end the recording.
4. Please ensure your response is at least 1 minute long. This duration is crucial for our evaluation systems to effectively assess your communication skills. Insufficient response time could result in no score for the question.
5. In case of loss of internet while attempting this question -

- Do not panic. Continue recording your response for the required duration.
- After completing your response, reconnect to a stable network to 
 upload your recording.
- The system will attempt to upload your response automatically once the connection is restored.
- Do not refresh the page, close the tab/browser/device, as this may result in the loss of your response.

> **You are responsible for ensuring that your live video and audio feed is accurately captured.** Before responding to the question, ensure that your video feed is live and visible in the preview window. Enable permissions for the correct camera and microphone if asked. Make sure you review your response after recording. Confirm that both your video and audio have been captured correctly before proceeding.

In any case, please ensure you move to another question or submit your assessment ONLY when you have confirmation that your response has been uploaded.



",knet_eng_1,c1fe681a-61a7-444d-9ff5-e6d3928175ef,https://storage.googleapis.com/assessment_assets_kalvium_community/3f92d733-f7aa-4490-8b2d-a76dff65919c/fe3730d4-f1d9-45da-924d-de0ed7ae366f/answers/1737797101-fe3730d4-f1d9-45da-924d-de0ed7ae366f-1737797101778.mp4,24,
04c4d9e8-40bb-4443-9177-c06bb7bfa566,3f92d733-f7aa-4490-8b2d-a76dff65919c,"#### Favorite Festival
What is your favorite festival and why?

**Additional Instructions for this question:**
1. Use the English language as your medium of communication.
2. Taking any external help/prompts may lead to no score/disqualification.
3. When you are ready with your response, click 'Record' to start recording. When finished, click 'Stop' to end the recording.
4. Please ensure your response is at least 1 minute long. This duration is crucial for our evaluation systems to effectively assess your communication skills. Insufficient response time could result in no score for the question.
5. In case of loss of internet while attempting this question -

- Do not panic. Continue recording your response for the required duration.
- After completing your response, reconnect to a stable network to 
 upload your recording.
- The system will attempt to upload your response automatically once the connection is restored.
- Do not refresh the page, close the tab/browser/device, as this may result in the loss of your response.

> **You are responsible for ensuring that your live video and audio feed is accurately captured.** Before responding to the question, ensure that your video feed is live and visible in the preview window. Enable permissions for the correct camera and microphone if asked. Make sure you review your response after recording. Confirm that both your video and audio have been captured correctly before proceeding.

In any case, please ensure you move to another question or submit your assessment ONLY when you have confirmation that your response has been uploaded.",knet_eng_13,c1fe681a-61a7-444d-9ff5-e6d3928175ef,https://storage.googleapis.com/assessment_assets_kalvium_community/3f92d733-f7aa-4490-8b2d-a76dff65919c/04c4d9e8-40bb-4443-9177-c06bb7bfa566/answers/1737797354-04c4d9e8-40bb-4443-9177-c06bb7bfa566-1737797353762.mp4,24,
fd0f28e3-c756-4b7c-b7fe-74201c6a2f51,3f92d733-f7aa-4490-8b2d-a76dff65919c,"#### Benefits and Challenges of Recycling
What are the benefits and challenges of recycling in today's world?

**Additional Instructions for this question:**
1. Use the English language as your medium of communication.
2. Taking any external help/prompts may lead to no score/disqualification.
3. When you are ready with your response, click 'Record' to start recording. When finished, click 'Stop' to end the recording.
4. Please ensure your response is at least 1 minute long. This duration is crucial for our evaluation systems to effectively assess your communication skills. Insufficient response time could result in no score for the question.
5. In case of loss of internet while attempting this question -

- Do not panic. Continue recording your response for the required duration.
- After completing your response, reconnect to a stable network to 
 upload your recording.
- The system will attempt to upload your response automatically once the connection is restored.
- Do not refresh the page, close the tab/browser/device, as this may result in the loss of your response.

> **You are responsible for ensuring that your live video and audio feed is accurately captured.** Before responding to the question, ensure that your video feed is live and visible in the preview window. Enable permissions for the correct camera and microphone if asked. Make sure you review your response after recording. Confirm that both your video and audio have been captured correctly before proceeding.

In any case, please ensure you move to another question or submit your assessment ONLY when you have confirmation that your response has been uploaded.",knet_eng_22,c1fe681a-61a7-444d-9ff5-e6d3928175ef,https://storage.googleapis.com/assessment_assets_kalvium_community/3f92d733-f7aa-4490-8b2d-a76dff65919c/fd0f28e3-c756-4b7c-b7fe-74201c6a2f51/answers/1737797969-fd0f28e3-c756-4b7c-b7fe-74201c6a2f51-1737797969619.mp4,24,
fe3730d4-f1d9-45da-924d-de0ed7ae366f,fd1a61a8-9f1a-41f4-b1f0-8fa448d6323a,"#### Introduce Yourself

Could you please introduce yourself? You could talk about where you are from, your family members, your hobbies & interests, your key achievements in co/extracurricular activities etc. Help us 
understand you better.

**Additional Instructions for this question:**
1. Use the English language as your medium of communication.
2. Taking any external help/prompts may lead to no score/disqualification.
3. When you are ready with your response, click 'Record' to start recording. When finished, click 'Stop' to end the recording.
4. Please ensure your response is at least 1 minute long. This duration is crucial for our evaluation systems to effectively assess your communication skills. Insufficient response time could result in no score for the question.
5. In case of loss of internet while attempting this question -

- Do not panic. Continue recording your response for the required duration.
- After completing your response, reconnect to a stable network to 
 upload your recording.
- The system will attempt to upload your response automatically once the connection is restored.
- Do not refresh the page, close the tab/browser/device, as this may result in the loss of your response.

> **You are responsible for ensuring that your live video and audio feed is accurately captured.** Before responding to the question, ensure that your video feed is live and visible in the preview window. Enable permissions for the correct camera and microphone if asked. Make sure you review your response after recording. Confirm that both your video and audio have been captured correctly before proceeding.

In any case, please ensure you move to another question or submit your assessment ONLY when you have confirmation that your response has been uploaded.



",knet_eng_1,9ab0a3b5-e8ef-4509-bbd4-7aa5ba9d69ae,https://storage.googleapis.com/assessment_assets_kalvium_community/fd1a61a8-9f1a-41f4-b1f0-8fa448d6323a/fe3730d4-f1d9-45da-924d-de0ed7ae366f/answers/1737796628-fe3730d4-f1d9-45da-924d-de0ed7ae366f-1737796628028.mp4,58,
